,C_1,C_2,T_6_1,T_6_2,T_24_1,T_24_2,T_72_1,T_72_2
Pak2,7394,5361,5105,5204,4984,5131,4393,4153
Olfr23,0,0,0,0,0,0,0,0
Mrps24,721,540,495,583,545,551,491,524
Olfr384,0,0,0,0,0,0,0,0
2210411M09Rik,0,2,1,4,2,0,6,0
Gm48287,0,0,0,0,0,0,0,0
Il24,0,0,0,0,0,0,0,0
Mir6998,0,0,0,0,0,0,2,2
Dgat2l6,0,0,0,0,0,0,0,0
Gm10421,0,0,0,0,0,0,0,0
Far1os,6,4,0,4,3,3,10,12
Prkdc,1171,840,834,770,791,1068,924,778
Prph2,2,0,0,0,0,0,0,0
Card11,0,0,0,0,0,0,0,0
Gm9908,16,6,13,4,26,20,18,10
Mir6239,0,0,0,0,0,0,0,0
Gm18715,0,0,0,0,0,0,0,0
Gm31274,0,4,0,2,0,0,0,2
Efcab8,2,4,8,4,2,2,4,7
Kcne2,2,0,4,2,0,0,0,0
Trbv13-3,0,0,0,0,0,0,0,0
Hspa1a,321,196,203,179,211,192,217,229
Gm47255,0,0,0,0,0,0,0,0
Gm12959,0,0,0,0,0,0,0,0
Gm47509,0,0,0,0,0,0,0,0
Mir3073b,0,0,0,0,0,0,0,0
Gm9800,2476,1539,1430,1531,1494,1503,985,1065
Gm6272,0,6,0,0,0,2,0,8
Kank2,13959,9924,9847,9392,8614,9187,8799,7967
Hspb3,2,4,2,8,3,4,6,4
Gm17728,0,0,0,0,0,0,0,0
Rpl18a-ps3,0,0,0,0,0,0,0,0
1700008N11Rik,0,0,0,0,0,0,0,0
Gm43229,0,0,0,0,0,0,0,0
Gm44445,0,0,2,0,0,0,0,2
A130077B15Rik,0,0,2,0,0,0,0,0
Gm22786,0,0,0,0,0,0,0,2
Map1lc3a,2626,1924,1733,1919,1700,1766,1726,1875
4933439N14Rik,0,0,0,0,0,0,0,2
Obox4-ps30,0,0,0,0,0,0,0,0
Syt6,2,0,2,0,0,0,0,0
Ran,15905,11481,11040,11767,10895,11306,5889,5243
Gm9967,2,2,0,0,2,4,4,11
Cpeb2,1162,820,932,883,666,782,824,799
Mir709,0,0,2,0,1,0,0,0
Gm37441,0,0,0,0,0,0,0,0
Ccdc71,1604,1117,1000,997,1123,1059,1122,1158
Gm47555,0,0,0,0,0,0,0,0
Gas2,433,357,266,297,545,489,1065,1071
Zfp931,200,173,124,173,177,226,226,240
Gm1627,18,10,12,12,8,4,8,3
Gm16093,2,2,2,0,2,0,4,0
Gm9586,0,0,0,0,0,0,0,0
Ticam2,20,2,9,7,6,14,27,17
Vmn2r62,0,0,0,0,0,0,0,0
Mrgpra3,0,0,0,0,0,0,0,0
D730050B12Rik,0,0,0,0,0,0,0,0
Oog2,0,0,0,0,0,0,0,0
Gm16075,0,0,0,0,0,0,0,0
Gm47940,0,0,0,0,0,0,0,0
Agk,650,454,498,579,483,478,426,391
Axin2,26,22,31,24,24,18,24,6
Gm50129,0,0,0,0,0,0,0,0
Gm47270,10,6,4,6,4,12,11,10
9530003O04Rik,0,0,0,0,2,2,3,4
A930005N03Rik,0,0,0,0,0,0,0,0
Coro2b,1216,849,712,730,915,863,1020,1072
Gm50261,0,0,0,0,0,0,0,0
Gm11109,0,0,0,0,0,0,0,0
4933423P22Rik,0,0,0,0,2,0,0,0
Gm10623,0,0,0,0,0,0,0,0
Gm47633,0,0,0,0,0,0,0,0
Hrg,0,0,0,0,0,0,0,0
Otud3,596,340,343,313,386,305,172,171
Gm32222,0,0,0,0,0,0,0,0
Gm37127,3,0,6,2,6,6,6,7
Gm24185,0,0,0,0,0,0,0,0
Il6ra,204,150,107,96,175,153,220,170
Gm45273,0,0,0,0,0,0,0,0
Extl2,1705,1347,1246,1222,1283,1355,1976,1795
Rpl10-ps2,53,32,26,21,6,23,25,35
Gm18010,0,0,0,0,0,0,0,0
Tbx3os2,0,0,0,0,0,0,0,0
Gm20732,0,0,2,2,0,0,0,0
Tns1,27927,20299,18719,18061,18345,19675,14774,12850
Caps2,2,2,0,2,4,0,10,6
Zfp994,552,363,331,343,389,443,523,444
Olfr436-ps1,0,0,0,0,0,0,0,0
Gm47778,0,0,0,0,0,0,0,0
Gm15183,0,0,0,0,0,0,0,0
Gm9043,2,0,0,0,0,0,0,0
Psmd7,8212,5638,5410,5478,5413,5275,4124,4207
C030006N10Rik,0,0,0,0,0,0,0,0
1700042O10Rik,6,4,0,2,4,4,0,0
Epha10,0,0,2,0,0,0,0,0
Gm21923,0,0,0,0,0,0,0,0
Ptk6,0,2,0,0,0,1,0,0
Gm14877,0,0,0,0,0,0,0,0
Mir6915,0,0,0,0,0,0,0,0
Olfr38,0,0,0,0,0,0,0,0
H13,9334,6890,7508,7787,6155,5937,5633,5987
Wnt8b,0,0,0,0,0,2,0,0
1700067G17Rik,0,0,0,0,0,0,0,0
1700047A11Rik,0,0,0,0,0,0,0,0
Ksr2,0,2,0,0,0,0,0,0
Gm3978,0,0,0,0,0,0,0,0
Pacrg,12,4,2,5,6,3,6,17
Gm12550,0,0,0,0,0,0,0,0
4931407E12Rik,0,0,0,0,0,0,0,0
AU040972,2,0,0,0,0,0,0,0
Gm14879,0,0,0,0,0,0,0,0
Ung,315,244,333,264,116,154,44,51
Gm9719,0,0,1,0,0,0,0,2
BC005537,9855,6926,6424,6301,7131,7816,7283,6866
Gm21050,0,0,0,0,0,0,0,0
Rpsa-ps7,2484,1893,1733,1957,1949,2065,1825,1555
Gm2800,0,0,0,0,0,0,0,0
Gm49929,0,0,0,0,0,0,0,0
Gch1,40,24,28,46,26,32,18,26
AV320801,0,0,0,0,0,0,0,0
Gm29508,0,0,0,0,0,0,0,0
H4c18,14,14,4,5,14,14,0,6
Gm17057,2,2,2,2,7,4,2,0
Gm42425,0,0,0,0,0,0,0,0
Dyrk3,94,65,71,70,66,108,68,43
Tnfrsf19,4,2,0,10,2,0,4,6
Gm47493,0,0,0,0,0,0,0,0
4930534H03Rik,0,0,0,0,0,0,0,0
Gm44199,2,0,9,2,5,0,6,17
Gm14070,0,0,0,0,0,0,0,0
Adat2,229,193,181,192,245,260,224,155
Magt1,5218,3927,4003,4052,3543,3562,3045,2765
Vmn2r-ps111,0,0,0,0,0,0,0,0
Gm47989,0,0,0,0,0,0,0,0
Gm9102,0,0,0,0,0,0,0,0
Gm10521,0,0,0,0,0,0,0,0
Gm13555,0,0,0,0,0,0,0,0
Gm44735,0,1,0,0,0,0,0,0
1700013M08Rik,0,2,0,0,0,2,0,0
Col9a2,8,0,1,1,0,12,27,28
Gm29423,0,0,0,0,0,0,0,0
Gm32036,0,0,0,0,0,0,0,0
Gm4247,13,4,5,6,10,10,13,13
Mir669h,0,0,0,0,0,0,0,0
Gm47092,0,0,0,0,0,0,0,0
Snf8,1904,1376,1317,1342,1345,1245,1034,1010
Gm7674,0,0,0,0,0,0,0,0
Mir92-2,0,0,0,0,0,0,0,0
Gm32736,0,0,0,0,0,0,0,0
Gm26736,0,0,0,0,0,0,0,0
Gm8407,0,0,0,0,0,0,0,0
Nlrp4b,0,0,0,0,0,0,0,0
Gm37515,0,0,0,0,0,0,0,0
Cox6c2,169,141,95,130,100,108,115,93
Gm13539,0,0,0,0,0,0,0,0
Abcd3,5265,3694,2899,3431,3612,3844,3826,3561
Mir92-1,0,0,0,0,0,0,0,0
Strbp,2042,1381,1455,1412,1525,1546,910,959
Gm37862,0,0,0,0,0,0,0,0
Ighv1-25,0,0,0,0,0,0,0,0
Ephx3,0,2,0,0,0,0,0,0
Gm24285,0,0,0,0,0,0,0,0
Mapk14,3903,2968,2947,3054,2824,2996,2364,2241
Vmn2r90,0,0,0,0,0,0,0,0
Arpin,2162,1533,1283,1409,1544,1469,1211,1241
Coro6,169,170,157,168,109,96,23,26
Rnf25,834,598,547,617,547,566,567,628
Lalba,0,0,0,0,0,0,0,0
Ighv5-7,0,0,0,0,0,0,0,0
Gm11916,0,0,0,0,0,0,0,0
Vmn1r40,2,2,0,0,0,0,0,0
Gm37989,0,0,0,0,0,0,0,0
Rnf224,0,0,0,0,0,0,0,0
Myo1h,108,86,77,56,112,85,75,37
Gm20546,0,4,2,0,0,0,0,0
Rap1a-ps2,0,0,0,0,0,0,0,0
Gm41505,2,1,0,0,6,4,0,0
BC061195,0,0,0,0,0,0,0,0
Fgf21,24,14,6,30,22,16,6,20
Gm43234,0,0,0,0,0,0,0,0
Arrdc4,1584,1045,1031,1191,1159,1237,2018,1775
9530034A14Rik,2,0,0,0,0,0,0,0
Gm9945,0,0,0,0,0,0,0,0
Gm47498,0,0,0,0,0,0,0,0
Gm18555,0,0,0,0,0,0,0,0
Gm21822,0,0,0,0,0,0,0,0
Gm29577,0,0,0,0,0,0,0,0
Gm15610,4,13,2,8,2,7,4,8
Gm47880,0,0,0,0,0,0,0,0
Sema3a,623,464,516,487,741,655,560,571
Gm28970,0,0,0,0,0,0,0,0
Gm21895,0,0,0,0,0,0,0,0
Vmn1r205,0,0,0,0,0,0,0,0
Gm23760,0,0,0,0,0,0,0,0
Gm44270,0,0,0,1,0,0,0,0
Gm18123,0,0,0,0,0,0,0,0
Gm24869,0,0,0,0,0,0,0,0
Catsper3,2,0,0,6,6,0,2,12
Gm49219,0,0,0,0,0,0,0,0
Vdac3,5018,3554,3043,3313,3123,3567,2597,2713
Olfr1337,0,0,0,0,0,0,0,0
Gm4829,2,4,0,0,0,0,2,0
Gm13804,0,0,0,0,0,0,0,0
Epb41l4aos,317,193,178,178,140,182,262,299
1700113B09Rik,0,0,0,0,0,0,0,0
Ikbke,504,348,302,303,357,301,377,529
Gm17613,0,0,0,0,0,0,0,0
Gm50099,0,0,0,0,0,0,0,0
Olfr52,0,0,0,0,0,0,0,0
Gm5054,0,0,0,0,0,0,0,0
Mbd3,4380,3169,2977,2969,3159,3220,2208,2424
Ighv2-4,0,0,0,0,0,0,0,0
Gm47722,0,0,0,0,0,0,0,0
Gm15227,0,0,0,0,0,0,0,0
T2,2,0,4,2,0,0,0,4
Gm37190,0,0,0,0,0,0,0,0
Olfr507,0,0,0,0,0,0,0,0
Mir7006,0,0,0,0,2,0,0,0
Gm50491,0,0,0,0,0,0,0,0
Olfr168,0,0,0,0,0,0,0,0
Gm17070,0,0,0,0,0,0,0,0
Fam13b,2716,1796,1910,1717,1966,2144,1687,1579
Gm14901,0,0,0,0,0,0,0,0
Cxxc1,1527,1032,1118,1142,1196,1081,1087,1194
Gm24172,0,0,0,0,0,0,0,0
Arl6ip6,998,724,801,776,680,687,591,487
Gm28247,0,0,0,0,0,0,0,0
Gm16976,0,0,0,2,0,0,0,0
Rps6kc1,1703,1107,1293,1197,1261,1098,1035,1136
Gsdma,0,2,2,0,0,0,0,0
Gm49066,13,11,12,12,9,10,3,2
6430550D23Rik,9,6,6,4,4,2,14,22
Tmco2,0,0,0,0,0,0,0,0
Pramel21,0,0,0,0,0,0,0,0
Aadacl4fm5,0,0,0,0,0,0,0,0
Gm45088,0,0,0,0,0,0,0,0
Gm26559,74,75,73,58,81,78,51,72
Gm44041,0,0,0,0,2,0,0,0
Otos,0,0,0,0,2,0,0,2
Gm16217,0,0,0,0,0,0,0,0
Gm43685,0,0,0,0,0,0,0,0
Clk3,1478,1037,993,983,995,1133,1005,1172
AU022133,0,0,0,0,0,0,2,0
Gm20862,0,0,0,0,0,0,0,0
Scgb1b26-ps,0,0,0,0,0,0,0,0
H2al1b,0,0,0,0,0,0,0,0
Gm16096,2,2,2,0,2,0,7,12
Mmrn1,0,0,0,0,0,0,0,0
Gm14245,0,0,0,0,1,2,0,0
Gm18191,0,0,0,0,0,0,0,0
Katnal2,71,81,47,83,82,71,59,63
Poc5,830,505,569,573,499,511,392,420
Ces5a,0,0,0,0,0,0,0,0
Ddx24,7392,4984,4342,4643,4209,4370,4037,4638
Rab39b,330,185,241,279,182,278,125,155
Gm49658,0,0,0,0,0,0,0,0
Htr2b,16,10,6,21,4,12,0,1
Gm44785,0,0,0,0,0,0,0,0
Gm7511,7,4,4,3,4,8,0,8
Gm43068,0,0,2,0,0,0,0,2
Gm18114,0,0,0,0,0,0,0,0
Gm12455,0,0,0,0,0,0,0,0
Vwce,6,0,4,4,3,4,8,1
Cyp2c72-ps,0,0,0,0,0,0,0,0
Gm7134,0,0,0,0,0,0,0,0
5530401A14Rik,0,0,0,0,0,0,0,0
Gm22935,0,0,0,0,0,0,0,0
Gm8019,0,0,0,0,0,0,0,0
Spink6,0,0,0,0,0,2,0,2
Gm23331,0,0,0,0,0,0,0,0
Tldc2,0,0,0,0,4,4,0,0
Gm24614,0,0,0,0,0,0,0,0
Gm47983,0,0,0,0,0,0,0,0
Gzma,0,0,0,0,0,0,0,0
Gm35239,0,0,0,0,0,0,0,0
Gm15824,0,2,3,0,0,0,0,0
Mthfsd,776,502,559,550,549,483,527,507
Trmt61b,98,68,75,62,85,68,48,79
Anks1b,36,39,41,34,29,33,39,30
Slco6d1,0,0,0,0,0,0,0,0
Pkdrej,23,4,10,7,4,14,8,2
Olfr126,0,0,0,0,0,0,0,0
Gm26351,0,0,0,0,0,0,0,0
Olfr593,0,0,0,0,0,0,0,0
Gm38299,0,0,0,0,0,0,4,8
Gm31408,0,0,0,2,0,0,0,2
Gm38101,0,0,0,0,0,0,0,0
Gm22060,0,0,0,0,0,0,0,0
Gm26938,0,0,0,0,0,0,0,0
Gm48898,4,6,2,2,0,4,0,0
Nle1,471,299,355,320,308,281,189,264
Lhfpl5,0,0,0,0,0,0,0,0
Gm28148,0,0,0,0,0,0,0,0
Gm22870,0,0,0,0,0,0,0,0
Gm12718,0,0,2,0,0,0,0,0
Gm19123,0,0,0,0,0,0,0,0
Gm3454,0,0,0,0,0,0,0,0
Gm28641,0,0,0,0,0,0,0,0
Fstl1,108397,75317,77483,77949,78985,81646,86402,87462
Tbccd1,897,615,537,632,566,626,681,638
Gm47020,0,0,0,0,0,0,0,0
Gm29349,0,0,0,0,0,0,0,0
Ift22,805,491,428,534,492,533,434,453
Gm8346,0,0,0,0,0,0,0,0
Faap20,999,752,666,692,718,798,917,887
Gm48024,0,0,0,0,0,0,0,0
Gm35722,0,0,0,0,0,0,0,0
Strn,2733,1750,1734,1741,2029,2030,1558,1464
Gm5971,0,0,0,0,0,0,0,0
Arhgap27os3,0,0,0,0,0,0,1,0
Gm22893,0,0,0,0,0,0,0,0
Gm3198,0,0,0,0,0,0,0,0
Gm17841,0,0,0,0,0,0,0,0
Ptpn23,6308,4508,4561,4352,4780,4642,3749,4207
Trpc5os,2,2,0,0,0,4,0,2
Tssk3,0,0,0,0,0,0,1,0
Gm18426,0,0,0,0,0,0,0,0
Gm43837,0,0,0,0,0,0,0,2
Tln1,50701,35940,36487,34252,30577,31195,23170,22859
Gm5460,0,0,0,0,2,0,0,0
Gm45135,0,0,0,0,0,0,0,0
Gm43509,0,0,0,0,0,0,0,0
Mir331,0,0,0,0,0,0,0,0
Gm43905,0,0,0,0,0,0,0,0
Gm29537,0,0,0,0,0,0,0,0
Tmprss7,6,2,4,0,0,3,2,1
Gm49830,0,0,0,0,0,0,0,0
Gm29382,0,0,0,0,0,0,0,0
Gm47978,0,0,0,0,0,0,0,0
Olfr140,0,0,0,0,0,0,0,0
Gm4705,84,64,79,90,79,53,119,78
Mir6902,0,0,0,0,0,0,0,0
Gm23131,0,0,0,0,0,0,0,0
Usp13,496,342,320,289,291,350,226,201
Gm20630,0,0,0,0,0,0,0,0
Gm17093,0,0,0,0,0,0,0,0
1700105P06Rik,0,0,2,0,2,2,0,0
Gm43254,32,24,26,24,27,18,22,31
Tmem40,17,6,15,22,18,13,10,8
Gm48756,0,0,0,0,0,0,0,0
Gm48763,0,0,0,0,0,2,0,0
Gm31904,0,0,0,0,0,0,0,0
Grap,18,15,12,6,20,33,4,9
Gm28182,0,0,0,0,0,0,0,0
Rpl29-ps5,6,6,0,3,4,2,6,2
Ngef,50,42,53,53,18,41,14,10
Kbtbd4,302,201,189,192,241,272,237,221
4930402F11Rik,0,0,0,0,0,0,0,0
Agtr1a,159,112,138,112,147,116,545,535
Crhbp,2,0,0,0,0,0,0,0
Gm10552,0,0,0,0,0,0,0,0
4930413G21Rik,53,34,41,60,31,43,30,34
Esyt3,4,2,6,7,2,4,0,0
Gm7579,0,0,0,0,0,0,0,0
Pla2g4c-ps,0,0,0,0,0,0,0,2
Gm48082,0,0,0,1,0,0,0,0
Gm9949,126,91,67,87,114,97,69,44
Cd93,33,27,40,17,34,30,14,7
Mir7014,0,0,0,0,0,0,0,0
Gm50400,0,0,0,0,0,0,0,0
Gm47405,0,0,0,0,0,0,0,0
Gm43273,0,0,0,0,0,0,0,0
Pik3r3,1390,1075,982,1058,1429,1303,1054,1012
Mir7243,0,0,0,0,0,0,0,0
Gm12310,0,0,0,0,0,0,0,0
Rfpl4b,2,0,2,0,0,0,0,4
Disp2,30,38,20,16,42,12,2,8
Gm8371,2,2,0,0,4,2,0,0
Gm48253,0,0,0,0,0,0,0,0
Gm48541,0,0,0,0,0,0,0,0
Gm3928,0,0,0,0,0,0,0,0
Gm21409,0,0,0,0,0,0,0,0
Gm25093,0,0,0,0,0,0,0,0
Mannr,2,0,0,2,2,0,0,2
Sap30bp,1770,1252,1309,1332,1353,1281,1147,1276
Gm22042,0,0,0,0,0,0,0,0
Gm43836,0,0,0,2,0,0,2,0
Gpr63,4,19,17,14,16,17,18,16
Gm15802,0,0,0,0,0,0,0,0
Gm13036,0,0,0,0,0,0,0,0
Tsc22d2,5835,4385,3609,3254,3870,4069,3703,3551
Gm37160,0,0,0,0,0,0,0,4
Gm22711,0,0,0,0,0,0,0,0
Mir7092,0,0,0,0,0,0,0,0
Cplx2,602,434,451,473,506,535,720,842
Zfp503,9320,6426,6286,6440,5698,6117,5111,5053
St3gal5,2841,1976,2132,2176,1650,1606,961,1055
Gm37787,0,0,0,0,0,0,0,0
Cdc14b,1196,920,944,940,992,1043,827,784
Gm47879,2,3,2,0,0,2,0,0
Gm49524,0,0,0,0,0,0,0,0
Bfsp2,0,0,0,0,0,0,0,0
Olfr1509,0,0,0,0,0,0,0,0
Gm29097,0,0,0,0,0,0,0,0
Guk1,1250,884,872,937,887,829,550,738
Mup12,0,0,0,0,0,0,0,0
Gm47587,0,0,0,0,0,0,0,0
Snora20,2,4,0,2,0,0,0,8
Gm19412,0,0,0,0,0,0,0,0
Eya1,1082,703,750,668,571,532,562,596
Gm2981,162,122,164,150,149,139,162,182
Adcy7,3403,2423,2369,2426,3186,3316,1523,1497
Trbv23,0,0,0,0,0,0,0,0
Vrk1,943,622,605,579,621,560,279,243
Gm15540,0,0,0,0,0,0,0,0
Gm15200,0,0,0,0,0,0,0,0
Gm18421,0,0,0,0,0,0,0,0
Gm50256,0,0,2,0,2,0,0,0
1700031L13Rik,0,0,0,0,0,0,0,0
Gm28782,0,0,0,0,0,0,0,1
Tle6,507,354,262,290,392,351,546,625
Wfikkn2,23,34,12,24,26,19,27,34
Defa2,0,0,0,0,0,0,0,0
Xrn2,5167,3603,3304,3520,3503,3565,2707,2706
Trim56,3188,2226,2147,1804,2293,2562,2168,2134
Rab42,20,12,14,12,14,19,9,28
Gm23534,0,0,0,0,0,0,0,0
Fzd9,18,14,26,20,16,6,12,8
Gm5890,0,0,0,0,0,0,0,0
Gm18598,0,0,0,0,0,0,0,0
Igkv4-72,0,0,0,0,0,0,0,0
Gm10161,0,0,0,0,0,0,0,2
Gm35453,0,0,0,0,0,0,0,0
Vrk3,520,390,323,316,450,427,480,520
Gm35177,0,0,0,0,0,0,0,0
Gm2623,0,0,0,0,0,4,2,0
Crygn,10,2,4,4,0,2,2,2
Ankrd26,809,557,668,620,532,507,375,313
Gm18908,0,0,0,0,0,0,0,0
Gm41279,0,0,0,0,0,0,0,0
Gm37358,0,0,0,0,0,0,0,0
Gm43612,0,0,0,0,0,0,0,0
Gm43594,0,0,0,0,0,0,0,0
Gm21191,0,0,0,0,0,0,0,0
Igkv3-5,0,0,0,0,0,0,0,0
ENSMUSG00000118645,0,0,0,0,0,0,0,0
Defa41,0,0,0,0,0,0,0,0
H3f4,0,0,0,2,0,0,0,0
1700020L24Rik,121,81,89,90,90,79,64,59
Mrgprc7-ps,0,0,0,0,0,0,0,0
Slc22a17,130,159,123,104,145,105,244,362
Adprh,4706,3152,2981,3152,3241,3167,2813,3092
Olfr356,0,0,0,0,0,0,0,0
Gm40975,0,0,0,0,0,0,0,0
Agtr2,0,0,0,0,0,0,0,0
Olfr565-ps1,0,0,0,0,0,0,0,0
Gm18604,0,0,0,0,0,0,0,0
E130202H07Rik,6,0,0,0,0,0,0,4
Gm44745,0,0,0,0,0,0,0,0
Gnb1-ps2,0,0,0,0,0,0,0,0
Plod3,20358,14161,14252,14230,14491,14136,10614,10653
Haspin,471,306,285,304,282,283,76,89
Gm8276,82,36,42,42,34,42,26,47
Gm4952,2,0,0,2,2,0,0,2
Stk17b,1467,1026,951,1095,1123,1057,781,764
Gm43044,0,0,0,0,0,0,0,0
Olfr1377,0,0,0,0,0,0,0,0
Gm12737,0,0,0,0,2,0,0,2
Trav7-5,0,0,0,0,0,0,0,0
Gm13379,0,0,0,0,0,2,0,1
Pias4,1019,825,646,710,786,765,647,765
Itpa-ps3,0,0,0,0,0,0,0,0
Gm6207,0,0,0,0,0,0,0,0
Gm14751,0,0,0,0,0,0,0,0
Gm10637,0,0,0,2,0,0,0,0
Gm12292,0,0,0,0,0,0,0,0
Adamts2,9765,6902,6245,6141,6102,6111,9054,8947
Gm15562,0,0,0,0,0,0,0,0
Gcnt1,238,174,290,297,221,153,197,168
Crb3,0,0,0,0,0,0,2,0
Gm45189,0,0,0,0,0,0,0,0
Gm24838,0,0,0,0,0,0,0,0
Gm23924,0,0,0,0,0,0,0,0
Ap1s2,1604,1051,1220,1218,1067,1110,801,778
Gm29502,0,0,0,0,0,0,4,6
Slc30a3,0,0,0,0,0,0,0,0
Gm8087,0,0,0,0,0,0,0,2
Gm19228,0,0,0,0,0,0,0,0
Amfr,9805,7145,6537,6618,7103,6769,5749,5940
Gm43798,0,0,2,0,0,0,0,0
Enc1,5622,4099,5676,5301,3454,3266,3555,3458
Cep120,1988,1367,1447,1336,1446,1530,1297,1303
Olfr1192-ps1,0,0,0,0,0,0,0,0
Kmt5b,2311,1508,1533,1517,1596,1655,1405,1471
Gm37752,0,0,0,0,0,0,0,0
Gm47653,0,0,0,0,0,0,0,0
Gm49875,0,0,0,0,0,0,0,0
Astl,0,0,0,0,0,0,0,0
Gm12596,0,1,0,0,2,0,0,2
Gm28087,0,0,0,0,0,0,0,0
Gm25922,0,0,0,0,0,0,0,0
Nudt6,4,10,11,12,8,21,26,26
Gm47260,40,38,13,24,13,34,37,90
Gm48169,0,0,0,0,0,0,0,0
Gm48900,0,0,0,0,0,0,0,0
Otud5,3031,2113,1857,2053,2276,2095,2193,2354
Gm48745,0,0,0,0,0,0,0,0
Gm13549,2,4,1,0,6,3,0,0
Pml,2944,2153,2074,2012,2261,2091,2228,2579
Gm6240,0,0,0,0,0,0,0,0
Gm52948,23,16,7,16,19,25,35,15
Gm17191,0,0,0,0,0,0,0,0
Gm5802,11,5,9,14,5,10,12,9
Kctd18,608,339,358,356,329,440,575,616
Tmprss3,0,0,0,0,0,0,0,0
Gm12045,0,0,0,2,0,0,0,0
Gm48778,0,0,0,0,0,0,0,0
Cdkn2a,1235,918,783,843,1000,915,1112,1232
Olfr517,0,0,0,0,0,0,0,0
Txndc8,0,0,0,0,0,0,0,0
Rnf5,476,265,335,298,313,269,299,295
Trhde,0,4,0,0,2,0,0,2
Obox6-ps1,0,0,0,0,0,0,0,0
Gm18442,0,0,0,0,0,0,0,0
Gm6788,60,52,53,61,47,60,30,15
Slc7a9,0,0,0,0,0,0,0,0
Rpl9-ps3,2,0,0,0,1,0,2,2
Gm30671,0,0,0,0,0,0,0,0
Snhg17,339,256,247,287,230,229,180,277
Gm13046,0,0,0,0,0,0,0,0
Mir6373,0,0,0,0,0,0,0,0
Mrps33,461,294,298,347,351,336,327,227
Gm19309,0,0,0,0,0,0,0,0
Gm28074,0,0,0,0,0,0,0,0
Eif1ad,1269,822,849,919,826,797,598,496
Gm4823,1,0,0,0,0,0,0,0
0610025J13Rik,0,0,0,0,4,1,0,2
4933436I20Rik,0,0,0,0,0,0,0,0
Gm4898,0,0,0,0,0,0,0,0
Gm29168,0,0,0,0,0,0,0,0
Gm21972,0,0,0,0,0,0,0,0
Myd88,1154,808,708,796,733,767,795,956
Gm9643,0,0,0,0,0,0,0,0
Irf9,2512,1745,1063,1369,1405,1549,2343,3063
Tstd2,1258,872,893,855,917,1006,805,782
Capn5,1415,995,790,858,1177,1193,2033,2091
Pcdhb11,8,26,16,20,6,14,23,22
Dph7,383,283,235,310,276,317,309,400
Gm9506,0,0,0,2,0,0,3,0
Plppr2,1192,917,798,859,1009,911,1151,1297
Uqcrq,3727,2738,2770,2805,2935,2774,1403,1555
Gm13409,0,0,0,0,0,0,0,0
Smndc1,2127,1419,1431,1440,1482,1656,1200,1291
4930467J12Rik,0,0,0,0,0,0,0,0
Gm43764,0,0,0,0,0,0,0,0
Cldn14,0,0,0,0,0,0,0,0
Zfp353-ps,0,0,0,0,0,0,0,0
Gm11833,0,0,0,0,0,0,0,0
Gm43880,0,0,0,0,0,0,0,0
Lipk,4,0,0,0,2,2,0,0
Gm14249,0,0,0,0,0,0,0,0
Gm10355,24,4,12,10,10,6,8,10
Fgf23,0,0,2,2,0,2,2,2
Gm49729,0,0,0,0,0,0,0,0
Rnf185,1871,1223,1148,1195,1324,1371,1207,1251
Gm12951,0,0,0,0,0,0,0,0
Gm48938,0,0,0,0,0,0,0,0
Eps8l3,0,0,0,0,0,0,0,0
Abcb11,0,0,0,0,2,0,0,0
Pfkfb3,3237,2232,1189,1320,2074,2457,2410,2566
Mir7091,0,0,0,0,0,0,0,0
Defb6,0,0,0,0,0,0,0,0
Gm18126,0,0,0,0,0,0,2,0
Gm45479,0,0,0,0,0,0,0,0
Mir30d,0,0,0,0,0,0,0,0
Rbbp8nl,0,0,0,0,0,0,0,0
Sfrp5,0,0,0,0,0,0,0,0
Vmn1r247,0,0,0,0,0,0,0,0
Togaram2,0,0,0,0,0,0,0,0
Alkbh8,1033,689,765,751,720,796,715,585
Ciart,246,196,128,142,205,201,105,126
Gm29532,0,0,0,0,0,0,0,0
Gm11200,0,0,0,0,0,0,0,2
Lad1,0,0,0,0,0,0,1,0
Trim30e-ps1,0,0,0,0,0,0,0,0
E330012B07Rik,0,0,0,0,0,2,0,0
Ms4a18,0,0,0,0,0,0,0,0
Gm29496,0,0,0,0,0,0,0,0
1520401A03Rik,0,1,0,2,2,0,0,1
Gm48055,0,0,0,0,0,0,0,0
1700030M09Rik,0,2,0,0,0,0,0,0
Gtse1,2628,1782,1710,1735,1913,1735,723,725
Gm18630,0,0,0,0,0,0,0,0
Fam126a,2351,1611,1540,1580,1808,1842,1368,1229
Selenof,21888,15709,14595,15999,15483,16335,13129,13923
Gm31294,0,0,0,0,0,0,0,0
Gm20597,0,0,0,0,2,0,0,0
Them4,457,311,325,434,288,331,263,249
Gm33969,0,0,0,0,0,0,0,0
Gm32780,0,0,0,0,0,0,0,0
Myo7a,7141,4980,4125,4271,6092,6170,5309,5388
Gm42652,0,0,0,0,0,0,0,0
Olfr657,0,0,0,0,0,0,0,0
Gm45245,0,0,0,0,0,0,0,0
1700026F02Rik,0,0,1,0,0,0,0,0
Cts3,0,0,0,0,0,0,0,0
Mterf4,489,309,361,308,380,368,317,366
Gm12779,0,0,0,0,0,0,0,0
Gm25973,0,0,0,0,0,0,0,0
Gm16076,0,0,0,0,0,0,0,0
Traj15,0,0,0,0,0,0,0,0
Gm42587,0,0,4,0,0,0,2,2
Gm20454,0,0,0,0,0,0,0,0
